Transaction_ID,Amount,VAT_Rate,Country,Item_Category,Applied_VAT
4645,449.67,0.05,Germany,Electronics,22.48
4646,783.54,0.18,Germany,Books,141.04
4647,683.25,0.12,Germany,Electronics,81.99
4648,638.81,0.2,UK,Clothing,127.76
4649,910.46,0.05,France,Food,45.52
4650,27.85,0.12,Germany,Clothing,3.34
4651,561.48,0.18,UK,Electronics,101.07
4652,789.48,0.18,USA,Electronics,142.11
4653,545.92,0.2,France,Books,109.18
4654,330.66,0.12,UK,Food,41.14
4655,144.89,0.05,USA,Furniture,7.24
4656,888.69,0.05,France,Electronics,44.43
4657,476.05,0.05,UK,Furniture,23.8
4658,879.33,0.2,USA,Food,175.87
4659,589.99,0.05,UK,Clothing,29.5
4660,677.45,0.12,USA,Food,81.29
4661,806.22,0.2,Germany,Books,161.24
4662,662.56,0.18,Germany,Furniture,119.26
4663,404.07,0.2,France,Furniture,80.81
4664,518.5,0.2,USA,Clothing,103.7
4665,805.02,0.2,Germany,Clothing,163.39
4666,379.91,0.12,France,Electronics,45.59
4667,394.24,0.18,India,Food,73.55
4668,104.73,0.18,Germany,Books,18.85
4669,915.44,0.2,Germany,Electronics,186.01
4670,100.13,0.2,UK,Food,20.03
4671,651.73,0.2,India,Clothing,130.35
4672,419.06,0.12,USA,Books,50.29
4673,411.56,0.12,France,Clothing,49.39
4674,682.76,0.05,India,Clothing,34.14
4675,76.42,0.18,USA,Furniture,13.76
4676,597.77,0.05,Germany,Food,29.89
4677,774.31,0.05,France,Electronics,38.72
4678,829.93,0.2,France,Furniture,165.99
4679,178.83,0.12,India,Food,21.46
4680,898.44,0.05,UK,Food,44.92
4681,659.58,0.05,USA,Food,32.98
4682,883.04,0.05,India,Books,44.15
4683,490.43,0.2,UK,Furniture,98.09
4684,546.61,0.2,UK,Electronics,109.32
4685,919.85,0.12,UK,Furniture,110.38
4686,900.91,0.05,France,Clothing,45.05
4687,453.68,0.05,USA,Food,22.68
4688,281.67,0.12,USA,Clothing,33.8
4689,399.24,0.12,India,Furniture,47.91
4690,393.89,0.12,Germany,Electronics,47.27
4691,294.0,0.18,India,Clothing,52.92
4692,275.89,0.12,USA,Clothing,33.11
4693,862.45,0.2,France,Books,172.49
4694,79.16,0.18,India,Furniture,14.25
4695,680.84,0.12,Germany,Clothing,84.81
4696,181.09,0.2,India,Furniture,36.22
4697,351.06,0.12,UK,Electronics,42.13
4698,70.93,0.12,Germany,Clothing,8.51
4699,277.27,0.18,UK,Electronics,49.91
4700,770.74,0.2,France,Clothing,154.15
4701,886.17,0.05,USA,Food,44.31
4702,229.31,0.12,India,Books,27.52
4703,468.91,0.18,India,Books,84.4
4704,475.62,0.2,UK,Books,95.12
4705,874.84,0.12,UK,Electronics,104.98
4706,765.17,0.05,USA,Furniture,38.26
4707,517.95,0.2,India,Books,103.59
4708,674.04,0.2,USA,Clothing,134.81
4709,848.88,0.18,UK,Clothing,157.42000000000002
4710,19.44,0.12,UK,Food,0.10000000000000009
4711,408.86,0.12,Germany,Electronics,49.06
4712,908.17,0.2,UK,Clothing,178.85999999999999
4713,742.91,0.12,UK,Clothing,89.15
4714,547.41,0.2,USA,Food,109.48
4715,534.35,0.05,Germany,Food,26.72
4716,354.29,0.18,Germany,Furniture,63.77
4717,525.32,0.12,India,Furniture,63.04
4718,658.83,0.12,France,Furniture,79.06
4719,424.18,0.18,India,Clothing,76.35
4720,717.01,0.05,India,Food,35.85
4721,862.62,0.05,India,Electronics,43.13
4722,163.14,0.05,Germany,Furniture,8.16
4723,457.03,0.05,USA,Books,22.85
4724,413.94,0.05,UK,Clothing,20.7
4725,690.59,0.2,Germany,Electronics,138.12
4726,257.37,0.12,UK,Clothing,30.88
4727,643.85,0.12,UK,Furniture,77.26
4728,878.71,0.12,France,Clothing,105.45
4729,423.95,0.2,India,Furniture,84.79
4730,911.91,0.18,France,Clothing,164.14
4731,993.23,0.05,India,Furniture,49.66
4732,115.03,0.18,Germany,Food,20.71
4733,240.72,0.05,UK,Food,12.04
4734,950.88,0.05,France,Food,47.54
4735,958.74,0.18,Germany,Food,172.57
4736,106.73,0.12,Germany,Food,12.81
4737,24.85,0.2,India,Books,4.97
4738,169.49,0.18,UK,Clothing,30.51
4739,996.05,0.12,India,Food,119.53
4740,188.2,0.05,India,Books,9.41
4741,507.52,0.12,Germany,Books,60.9
4742,849.93,0.05,India,Clothing,42.5
4743,30.2,0.05,USA,Clothing,1.51
4744,608.44,0.12,UK,Furniture,73.01
4745,284.26,0.05,India,Furniture,14.21
4746,863.71,0.2,India,Food,172.74
4747,290.63,0.12,France,Electronics,34.88
4748,689.89,0.18,UK,Furniture,124.18
4749,677.48,0.05,UK,Electronics,33.87
4750,229.28,0.05,India,Furniture,11.46
4751,44.45,0.2,USA,Books,8.89
4752,415.16,0.2,France,Books,83.03
4753,296.3,0.18,USA,Books,53.33
4754,810.89,0.05,India,Electronics,40.54
4755,802.36,0.18,UK,Food,144.42
4756,462.45,0.18,UK,Furniture,83.24
4757,610.45,0.05,USA,Furniture,30.52
4758,608.22,0.18,Germany,Electronics,113.83
4759,828.89,0.18,India,Books,149.2
4760,430.75,0.2,UK,Food,86.15
4761,282.69,0.2,Germany,Furniture,56.54
4762,272.38,0.18,UK,Food,49.03
4763,540.83,0.05,UK,Food,27.04
4764,454.66,0.2,Germany,Clothing,90.93
4765,445.72,0.18,USA,Food,80.23
4766,100.23,0.12,India,Clothing,12.03
4767,721.42,0.12,Germany,Electronics,89.83999999999999
4768,221.6,0.18,Germany,Books,39.89
4769,204.98,0.12,UK,Clothing,24.6
4770,418.63,0.2,Germany,Food,80.64
4771,235.5,0.05,India,Books,11.78
4772,588.02,0.18,USA,Food,106.47
4773,377.75,0.2,USA,Food,75.55
4774,454.42,0.05,USA,Clothing,22.72
4775,541.8,0.12,India,Electronics,65.02
4776,211.5,0.12,UK,Food,25.04
4777,164.19,0.12,India,Clothing,19.7
4778,881.62,0.12,Germany,Food,105.79
4779,439.39,0.2,France,Books,87.88
4780,417.97,0.2,France,Electronics,83.59
4781,45.26,0.05,France,Food,2.26
4782,503.0,0.18,USA,Electronics,90.54
4783,558.63,0.05,India,Electronics,31.08
4784,563.25,0.18,India,Books,101.38
4785,709.96,0.12,USA,Books,85.2
4786,185.71,0.12,Germany,Furniture,22.29
4787,259.7,0.12,France,Electronics,30.86
4788,812.62,0.12,France,Food,97.51
4789,947.7,0.2,USA,Books,189.54
4790,144.57,0.05,France,Food,7.23
4791,502.67,0.18,UK,Electronics,90.48
4792,222.03,0.18,India,Books,39.97
4793,69.47,0.2,France,Furniture,13.89
4794,332.25,0.12,France,Electronics,39.87
4795,152.25,0.05,UK,Food,7.61
4796,712.83,0.12,Germany,Furniture,85.54
4797,538.39,0.2,Germany,Electronics,107.68
4798,152.4,0.18,UK,Books,27.43
4799,19.15,0.2,Germany,Electronics,3.83
4800,810.08,0.18,USA,Clothing,145.81
4801,184.43,0.05,UK,Food,9.22
4802,610.15,0.18,India,Books,109.83
4803,343.55,0.05,India,Books,17.18
4804,589.63,0.12,India,Clothing,70.76
4805,322.5,0.12,France,Furniture,38.7
4806,96.07,0.2,UK,Books,19.21
4807,230.72,0.05,UK,Furniture,11.54
4808,196.18,0.12,Germany,Furniture,23.34
4809,433.74,0.05,UK,Furniture,21.69
4810,661.7,0.12,UK,Electronics,79.4
4811,271.17,0.12,Germany,Clothing,32.54
4812,21.95,0.18,UK,Food,3.95
4813,523.75,0.2,UK,Clothing,104.75
4814,609.7,0.18,USA,Books,109.75
4815,963.24,0.05,Germany,Clothing,48.16
4816,593.58,0.12,USA,Food,71.23
4817,476.46,0.2,France,Electronics,95.29
4818,577.67,0.12,Germany,Books,69.32
4819,928.62,0.12,UK,Electronics,111.43
4820,830.09,0.18,UK,Books,149.42
4821,329.75,0.05,USA,Food,16.49
4822,244.88,0.2,USA,Electronics,48.98
4823,270.01,0.2,France,Food,54.0
4824,509.38,0.2,France,Food,101.88
4825,746.61,0.05,UK,Clothing,37.33
4826,508.19,0.2,India,Books,101.73
4827,77.12,0.05,France,Furniture,3.86
4828,726.34,0.2,UK,Furniture,145.27
4829,807.91,0.12,France,Electronics,96.95
4830,296.6,0.05,Germany,Food,14.83
4831,667.48,0.18,USA,Clothing,120.15
4832,432.33,0.2,UK,Books,86.47
4833,890.23,0.18,France,Electronics,160.24
4834,846.77,0.05,USA,Food,42.34
4835,530.18,0.12,India,Furniture,63.62
4836,694.59,0.18,France,Furniture,125.03
4837,884.52,0.18,UK,Books,159.21
4838,500.76,0.12,Germany,Books,60.09
4839,320.12,0.12,USA,Books,38.41
4840,756.13,0.05,USA,Electronics,37.81
4841,227.87,0.2,Germany,Books,45.57
4842,394.65,0.18,UK,Electronics,71.04
4843,867.07,0.18,India,Clothing,156.07
4844,727.18,0.05,Germany,Food,39.85
4845,409.77,0.2,India,Furniture,81.95
4846,222.6,0.05,UK,Electronics,11.13
4847,362.41,0.18,France,Food,65.23
4848,291.26,0.18,France,Books,52.43
4849,184.33,0.12,UK,Furniture,22.12
4850,745.9,0.12,India,Electronics,87.61
4851,259.55,0.2,Germany,Books,51.91
4852,459.63,0.18,UK,Food,82.73
4853,392.0,0.18,UK,Clothing,70.56
4854,982.26,0.12,France,Food,120.77000000000001
4855,397.18,0.05,Germany,Electronics,19.86
4856,89.18,0.05,France,Clothing,4.46
4857,98.93,0.18,India,Clothing,17.81
4858,594.85,0.18,India,Books,107.07
4859,603.37,0.2,USA,Food,120.67
4860,424.57,0.2,UK,Electronics,84.91
4861,437.53,0.12,Germany,Clothing,52.5
4862,63.39,0.18,Germany,Books,11.41
4863,521.38,0.05,France,Clothing,26.07
4864,509.69,0.2,France,Food,101.94
4865,158.05,0.12,Germany,Furniture,18.97
4866,112.8,0.12,France,Electronics,13.54
4867,132.34,0.05,USA,Furniture,6.62
4868,110.02,0.2,UK,Food,22.0
4869,613.61,0.05,USA,Furniture,30.68
4870,204.52,0.12,India,Food,29.0
4871,258.92,0.18,Germany,Food,46.61
4872,181.84,0.05,USA,Books,9.09
4873,958.26,0.12,USA,Furniture,114.99
4874,856.07,0.18,France,Clothing,154.09
4875,238.19,0.18,France,Food,42.87
4876,334.29,0.2,France,Furniture,66.86
4877,217.79,0.2,India,Clothing,43.56
4878,496.96,0.12,USA,Electronics,59.64
4879,29.41,0.05,UK,Clothing,1.47
4880,674.65,0.18,France,Furniture,121.44
4881,527.93,0.2,India,Furniture,105.59
4882,899.65,0.2,India,Clothing,176.25
4883,172.75,0.05,France,Clothing,8.64
4884,806.07,0.2,Germany,Food,161.21
4885,794.04,0.12,USA,Furniture,95.28
4886,135.91,0.05,France,Food,6.8
4887,404.57,0.18,UK,Food,72.71
4888,178.45,0.12,USA,Electronics,21.41
4889,262.17,0.18,India,Furniture,47.19
4890,270.61,0.18,UK,Food,48.71
4891,560.67,0.2,USA,Electronics,112.13
4892,417.3,0.12,UK,Food,50.08
4893,948.26,0.12,India,Food,113.79
4894,135.11,0.05,France,Furniture,6.76
4895,973.96,0.12,UK,Clothing,116.88
4896,238.33,0.05,France,Clothing,11.92
4897,775.15,0.12,India,Furniture,93.02
4898,345.58,0.18,India,Clothing,62.2
4899,151.65,0.05,UK,Books,7.58
4900,859.31,0.12,UK,Clothing,99.62
4901,315.77,0.05,India,Food,16.95
4902,662.27,0.2,UK,Food,132.45
4903,570.78,0.2,UK,Electronics,114.16
4904,477.04,0.05,UK,Furniture,23.85
4905,500.86,0.05,UK,Electronics,25.04
4906,734.92,0.18,USA,Food,132.29
4907,96.9,0.12,India,Food,11.63
4908,671.5,0.2,India,Electronics,134.3
4909,896.85,0.2,Germany,Books,179.37
4910,67.21,0.12,France,Clothing,12.940000000000001
4911,149.25,0.2,Germany,Books,29.85
4912,719.47,0.2,UK,Books,143.89
4913,442.91,0.05,UK,Books,22.15
4914,409.51,0.2,USA,Books,81.9
4915,145.6,0.2,USA,Clothing,29.12
4916,511.7,0.2,USA,Furniture,102.34
4917,135.28,0.12,USA,Electronics,19.62
4918,481.85,0.18,USA,Books,86.73
4919,765.98,0.05,USA,Books,38.3
4920,265.68,0.18,USA,Electronics,47.82
4921,485.98,0.2,USA,Electronics,97.2
4922,992.1,0.2,USA,Furniture,196.88
4923,689.78,0.2,India,Food,135.33
4924,842.94,0.18,USA,Furniture,151.73
4925,420.7,0.12,France,Food,50.48
4926,770.18,0.12,USA,Clothing,92.42
4927,50.1,0.05,UK,Furniture,2.51
4928,131.68,0.18,UK,Clothing,23.7
4929,211.04,0.12,USA,Electronics,25.32
4930,407.93,0.05,USA,Furniture,20.4
4931,847.29,0.2,UK,Electronics,169.46
4932,352.8,0.2,France,Books,70.56
4933,658.07,0.05,Germany,Electronics,31.919999999999998
4934,712.22,0.12,India,Books,85.47
4935,590.32,0.18,UK,Food,106.26
4936,363.67,0.05,USA,Books,18.18
4937,581.28,0.12,India,Food,69.75
4938,348.84,0.05,USA,Books,17.44
4939,93.04,0.12,Germany,Books,11.16
4940,992.88,0.2,Germany,Clothing,198.58
4941,135.91,0.05,UK,Clothing,6.8
4942,81.62,0.18,India,Electronics,14.69
4943,879.75,0.05,India,Clothing,43.99
4944,308.82,0.2,Germany,Food,61.76
4945,653.79,0.2,USA,Clothing,130.76
4946,335.72,0.12,UK,Electronics,40.29
4947,397.54,0.2,France,Furniture,79.51
4948,269.49,0.12,Germany,Food,28.450000000000003
4949,349.61,0.2,Germany,Furniture,72.59
4950,416.59,0.12,UK,Food,49.99
4951,723.21,0.18,USA,Electronics,130.18
4952,516.42,0.12,India,Clothing,61.97
4953,944.13,0.12,Germany,Furniture,113.3
4954,51.46,0.18,UK,Furniture,9.26
4955,508.04,0.12,UK,Clothing,65.3
4956,588.38,0.12,UK,Electronics,70.61
4957,921.0,0.18,India,Clothing,165.78
4958,58.67,0.2,Germany,Books,11.73
4959,577.76,0.05,UK,Books,28.89
4960,855.09,0.12,India,Books,102.61
4961,249.51,0.2,USA,Furniture,49.9
4962,877.53,0.05,France,Furniture,43.88
4963,28.85,0.18,Germany,Electronics,5.19
4964,735.13,0.12,India,Food,88.22
4965,933.78,0.12,France,Clothing,112.05
4966,660.63,0.18,France,Food,118.91
4967,444.64,0.12,India,Furniture,53.36
4968,54.43,0.05,India,Clothing,2.72
4969,920.91,0.05,India,Furniture,46.05
4970,475.59,0.18,UK,Electronics,85.61
4971,38.71,0.12,USA,Clothing,9.32
4972,692.92,0.2,UK,Furniture,138.58
4973,487.02,0.12,France,Books,58.44
4974,133.1,0.18,France,Books,23.96
4975,222.13,0.2,France,Furniture,44.43
4976,73.85,0.05,India,Food,3.69
4977,578.55,0.05,Germany,Electronics,28.93
4978,625.81,0.2,UK,Electronics,125.16
4979,510.68,0.2,Germany,Furniture,102.14
4980,818.93,0.18,USA,Electronics,147.41
4981,862.4,0.12,USA,Clothing,103.49
4982,619.47,0.05,UK,Electronics,30.97
4983,22.63,0.12,France,Books,2.72
4984,698.28,0.05,USA,Furniture,34.91
4985,423.82,0.12,Germany,Clothing,50.86
4986,569.9,0.05,Germany,Electronics,28.5
4987,652.59,0.12,India,Books,78.31
4988,356.73,0.18,France,Food,64.21
4989,917.93,0.05,India,Electronics,45.9
4990,142.64,0.18,UK,Books,25.68
4991,674.8,0.05,USA,Books,33.74
4992,14.32,0.05,India,Books,0.72
4993,925.4,0.05,India,Books,46.27
4994,121.38,0.12,UK,Food,14.57
4995,103.94,0.05,Germany,Furniture,5.2
4996,339.68,0.18,Germany,Books,61.14
4997,379.83,0.12,UK,Furniture,45.58
4998,222.16,0.12,Germany,Food,26.66
4999,589.27,0.05,UK,Food,29.46
5000,448.48,0.2,Germany,Clothing,89.7
5001,43.83,0.12,UK,Clothing,5.26
5002,326.46,0.05,Germany,Books,16.32
5003,812.33,0.18,India,Furniture,146.22
5004,692.8,0.2,India,Food,138.56
5005,727.62,0.12,Germany,Electronics,87.31
5006,701.14,0.2,UK,Clothing,140.23
5007,317.86,0.12,India,Clothing,38.14
5008,108.67,0.2,USA,Electronics,21.73
5009,279.74,0.2,Germany,Furniture,52.230000000000004
5010,833.47,0.18,USA,Furniture,150.02
5011,980.67,0.2,USA,Furniture,196.13
5012,498.91,0.18,France,Books,89.8
5013,19.6,0.05,USA,Books,0.98
5014,148.64,0.12,USA,Electronics,17.84
5015,328.86,0.18,France,Food,59.19
5016,582.8,0.12,France,Electronics,66.08
5017,84.34,0.18,France,Food,15.18
5018,943.92,0.12,UK,Electronics,117.84
5019,371.43,0.18,France,Books,63.85
5020,913.46,0.12,UK,Furniture,109.62
5021,782.72,0.05,Germany,Clothing,39.14
5022,757.88,0.12,UK,Electronics,90.95
5023,610.65,0.05,Germany,Electronics,30.53
5024,630.52,0.05,France,Clothing,31.53
5025,641.62,0.05,France,Electronics,32.14
5026,632.43,0.2,Germany,Furniture,126.49
5027,558.19,0.12,India,Clothing,66.98
5028,986.55,0.2,UK,Clothing,197.31
5029,734.97,0.2,USA,Furniture,146.99
5030,779.18,0.12,France,Furniture,93.5
5031,873.74,0.05,UK,Clothing,43.69
5032,223.48,0.2,UK,Furniture,44.7
5033,92.97,0.2,France,Furniture,18.59
5034,488.07,0.18,Germany,Furniture,87.85
5035,518.94,0.12,France,Clothing,62.27
5036,830.89,0.2,UK,Electronics,166.18
5037,449.35,0.12,India,Food,53.92
5038,575.14,0.12,Germany,Clothing,69.02
5039,531.8,0.2,France,Food,109.62
5040,47.82,0.12,USA,Furniture,5.74
5041,619.06,0.05,France,Furniture,30.95
5042,829.76,0.2,UK,Electronics,165.95
5043,165.93,0.2,UK,Furniture,33.19
5044,598.39,0.2,USA,Food,119.68
5045,597.67,0.18,Germany,Clothing,107.58
5046,172.54,0.18,UK,Clothing,31.06
5047,132.23,0.18,Germany,Electronics,23.8
5048,980.25,0.18,Germany,Food,176.44
5049,399.78,0.2,France,Furniture,79.96
5050,235.15,0.05,Germany,Books,11.76
5051,179.61,0.12,UK,Electronics,21.55
5052,670.93,0.12,UK,Electronics,80.51
5053,613.35,0.2,India,Books,122.67
5054,647.12,0.05,Germany,Clothing,32.36
5055,97.13,0.12,India,Clothing,11.66
5056,894.6,0.05,France,Clothing,44.73
5057,395.37,0.2,India,Books,79.07
5058,320.24,0.18,Germany,Furniture,57.64
5059,467.74,0.05,UK,Furniture,23.39
5060,396.17,0.12,France,Food,47.54
5061,864.94,0.12,Germany,Food,103.79
5062,929.97,0.12,France,Clothing,111.6
5063,310.42,0.18,USA,Books,55.88
5064,865.3,0.05,Germany,Electronics,43.26
5065,783.71,0.05,USA,Furniture,39.19
5066,931.5,0.12,India,Books,111.78
5067,253.29,0.05,Germany,Food,7.96
5068,581.19,0.12,USA,Furniture,69.74
5069,281.8,0.05,UK,Furniture,14.09
5070,825.85,0.18,India,Books,148.65
5071,15.27,0.18,Germany,Food,0.6400000000000001
5072,569.17,0.2,Germany,Books,113.83
5073,345.81,0.2,UK,Electronics,69.16
5074,329.46,0.2,UK,Furniture,65.89
5075,648.46,0.05,USA,Books,32.42
5076,852.97,0.18,USA,Books,153.53
5077,613.1,0.18,USA,Electronics,110.36
5078,854.64,0.18,France,Books,153.84
5079,271.95,0.12,India,Furniture,32.63
5080,524.31,0.05,Germany,Clothing,30.11
5081,456.03,0.05,India,Clothing,22.8
5082,21.53,0.2,UK,Food,4.31
5083,561.24,0.12,India,Electronics,67.35
5084,664.91,0.12,India,Food,79.79
5085,596.0,0.18,USA,Clothing,107.28
5086,738.92,0.2,UK,Electronics,147.78
5087,575.63,0.05,India,Books,28.78
5088,76.08,0.12,Germany,Books,9.13
5089,125.28,0.18,USA,Furniture,22.55
5090,600.51,0.05,India,Clothing,30.03
5091,282.23,0.18,UK,Books,47.849999999999994
5092,88.85,0.05,Germany,Electronics,4.44
5093,435.31,0.18,UK,Books,78.36
5094,558.78,0.05,UK,Food,27.94
5095,335.46,0.2,UK,Food,67.09
5096,723.23,0.05,France,Food,36.16
5097,647.33,0.05,Germany,Food,32.37
5098,339.49,0.05,UK,Food,16.97
5099,757.32,0.18,France,Furniture,136.32
5100,652.21,0.12,USA,Food,78.27
5101,641.07,0.05,France,Furniture,32.05
5102,557.89,0.05,USA,Furniture,26.740000000000002
5103,21.28,0.2,France,Books,4.26
5104,699.54,0.05,UK,Electronics,34.98
5105,382.28,0.2,France,Food,76.46
5106,943.18,0.05,France,Electronics,47.16
5107,819.8,0.18,UK,Clothing,147.56
5108,591.82,0.12,USA,Furniture,71.02
5109,259.66,0.12,UK,Clothing,31.16
5110,211.68,0.12,Germany,Furniture,25.4
5111,346.98,0.18,France,Food,62.46
5112,481.8,0.2,Germany,Clothing,96.36
5113,303.1,0.12,UK,Books,36.37
5114,519.78,0.18,UK,Clothing,93.56
5115,173.72,0.18,India,Furniture,31.27
5116,977.94,0.05,Germany,Furniture,48.9
5117,116.85,0.2,India,Electronics,23.37
5118,932.62,0.18,Germany,Clothing,167.87
5119,914.44,0.2,India,Books,182.89
5120,530.11,0.12,India,Food,63.61
5121,727.66,0.12,Germany,Electronics,87.32
5122,441.69,0.12,UK,Clothing,53.0
5123,633.73,0.05,USA,Electronics,34.32
5124,347.17,0.05,UK,Clothing,17.36
5125,308.15,0.2,USA,Food,61.63
5126,582.45,0.2,Germany,Food,116.49
5127,503.15,0.05,France,Books,25.16
5128,583.74,0.18,UK,Electronics,105.07
5129,293.79,0.2,India,Books,58.76
5130,373.29,0.2,UK,Clothing,74.66
5131,93.06,0.12,Germany,Food,11.17
5132,61.75,0.2,France,Food,12.35
5133,260.92,0.2,France,Furniture,53.32
5134,83.5,0.18,UK,Furniture,15.03
5135,112.74,0.2,UK,Books,20.73
5136,814.8,0.18,UK,Electronics,146.66
5137,48.48,0.12,Germany,Clothing,5.82
5138,662.35,0.05,USA,Books,33.12
5139,279.83,0.12,USA,Food,33.58
5140,872.83,0.18,India,Food,157.11
5141,490.14,0.18,Germany,Food,88.23
5142,312.52,0.2,France,Clothing,62.5
5143,522.46,0.2,India,Books,104.49
5144,388.14,0.05,France,Clothing,19.41
5145,568.66,0.18,France,Food,102.36
5146,123.39,0.18,UK,Furniture,20.95
5147,997.02,0.12,France,Books,119.64
5148,431.3,0.05,France,Furniture,21.56
5149,354.75,0.12,Germany,Books,42.57
5150,713.11,0.2,UK,Food,142.62
5151,370.26,0.2,UK,Furniture,74.05
5152,834.94,0.12,India,Furniture,100.19
5153,459.73,0.2,UK,Books,91.95
5154,722.36,0.12,USA,Furniture,87.10000000000001
5155,116.38,0.18,Germany,Furniture,20.95
5156,847.66,0.18,India,Food,152.58
5157,738.36,0.2,USA,Books,147.67
5158,219.6,0.05,France,Books,10.98
5159,153.83,0.18,USA,Electronics,27.69
5160,323.13,0.2,India,Books,64.63
5161,976.31,0.05,UK,Food,48.82
5162,264.26,0.2,Germany,Furniture,52.85
5163,461.57,0.12,India,Electronics,55.39
5164,39.72,0.2,USA,Furniture,7.94
5165,403.26,0.12,USA,Books,48.39
5166,575.61,0.18,India,Clothing,103.61
5167,953.59,0.18,India,Furniture,171.65
5168,521.57,0.2,India,Books,104.31
5169,820.92,0.05,UK,Food,41.05
5170,551.66,0.2,India,Books,110.33
5171,50.38,0.2,France,Electronics,10.08
5172,321.86,0.18,Germany,Clothing,54.25
5173,579.79,0.18,Germany,Clothing,104.36
5174,951.09,0.2,France,Clothing,190.22
5175,860.54,0.18,USA,Food,154.9
5176,236.07,0.12,USA,Clothing,28.56
5177,227.91,0.2,USA,Furniture,45.58
5178,209.16,0.18,USA,Food,37.65
5179,923.27,0.2,UK,Books,180.57
5180,854.14,0.18,France,Electronics,153.75
5181,777.13,0.12,Germany,Food,93.26
5182,398.81,0.12,France,Electronics,43.07
5183,509.34,0.2,Germany,Food,101.87
5184,469.69,0.12,USA,Books,56.36
5185,260.86,0.12,UK,Electronics,31.3
5186,509.98,0.18,India,Food,91.8
5187,40.19,0.2,India,Electronics,8.04
5188,140.49,0.18,USA,Clothing,25.29
5189,887.72,0.18,USA,Clothing,159.79
5190,754.16,0.05,France,Clothing,38.92
5191,428.64,0.12,UK,Furniture,51.44
5192,521.98,0.18,UK,Clothing,93.96
5193,376.3,0.18,France,Clothing,67.73
5194,743.37,0.18,UK,Books,133.81
5195,786.35,0.12,UK,Electronics,94.36
5196,765.65,0.12,India,Electronics,91.88
5197,725.39,0.12,UK,Clothing,87.05
5198,212.46,0.2,USA,Electronics,42.49
5199,344.59,0.18,India,Food,62.03
5200,475.15,0.12,USA,Clothing,55.17
5201,337.49,0.18,USA,Clothing,60.75
5202,757.39,0.2,France,Furniture,151.48
5203,336.06,0.05,UK,Food,16.8
5204,146.85,0.2,UK,Clothing,29.37
5205,405.05,0.12,UK,Clothing,48.61
5206,980.12,0.12,UK,Electronics,117.61
5207,233.62,0.2,India,Clothing,46.72
5208,616.04,0.18,Germany,Clothing,110.89
5209,438.64,0.12,USA,Clothing,52.64
5210,80.31,0.12,Germany,Clothing,9.64
5211,493.0,0.2,Germany,Furniture,94.55
5212,705.14,0.18,Germany,Food,126.93
5213,518.09,0.2,India,Furniture,99.84
5214,873.39,0.2,Germany,Electronics,174.68
5215,296.05,0.18,India,Books,53.29
5216,95.39,0.18,France,Clothing,17.17
5217,937.2,0.05,France,Electronics,46.86
5218,384.41,0.2,France,Books,76.88
5219,580.64,0.18,India,Clothing,104.52
5220,794.08,0.12,India,Clothing,95.29
5221,331.07,0.05,USA,Books,16.55
5222,719.0,0.2,Germany,Furniture,143.8
5223,144.06,0.18,UK,Books,30.27
5224,298.38,0.05,UK,Books,14.92
5225,153.26,0.05,Germany,Food,7.66
5226,813.12,0.12,UK,Clothing,97.57
5227,230.42,0.05,UK,Clothing,11.52
5228,720.23,0.2,UK,Furniture,144.05
5229,943.87,0.18,India,Furniture,169.9
5230,532.49,0.05,India,Food,26.62
5231,544.63,0.05,India,Food,27.23
5232,466.42,0.2,Germany,Food,93.28
5233,332.63,0.12,France,Furniture,39.92
5234,480.9,0.12,UK,Books,57.71
5235,606.78,0.18,USA,Clothing,109.22
5236,986.13,0.2,India,Clothing,201.10999999999999
5237,938.39,0.12,USA,Electronics,112.61
5238,863.53,0.18,UK,Furniture,155.44
5239,890.24,0.18,France,Furniture,160.24
5240,473.17,0.12,USA,Food,56.78
5241,660.87,0.2,UK,Electronics,132.17
5242,896.12,0.05,UK,Electronics,44.81
5243,399.02,0.12,India,Furniture,43.03
5244,962.14,0.05,France,Food,48.11
5245,421.63,0.05,UK,Clothing,21.08
5246,605.07,0.2,France,Food,121.01
5247,712.71,0.2,India,Clothing,142.54
5248,951.09,0.18,USA,Furniture,173.79
5249,252.17,0.2,Germany,Food,50.43
5250,748.67,0.18,Germany,Electronics,131.19
5251,525.61,0.12,Germany,Books,63.07
5252,275.87,0.05,France,Electronics,13.79
5253,778.84,0.2,Germany,Clothing,155.77
5254,556.7,0.12,USA,Furniture,66.8
5255,664.36,0.18,UK,Food,119.58
5256,329.67,0.2,France,Furniture,65.93
5257,486.46,0.05,USA,Furniture,24.32
5258,621.18,0.12,France,Clothing,74.54
5259,410.86,0.2,France,Furniture,82.17
5260,206.39,0.2,France,Food,45.46
5261,962.02,0.12,India,Electronics,115.44
5262,516.35,0.18,UK,Furniture,92.94
5263,736.58,0.18,Germany,Food,132.58
5264,416.94,0.2,India,Food,83.39
5265,361.58,0.18,UK,Clothing,65.08
5266,413.09,0.18,Germany,Furniture,74.36
5267,415.1,0.12,India,Clothing,49.81
5268,548.74,0.18,India,Electronics,98.77
5269,548.04,0.18,USA,Electronics,98.65
5270,502.18,0.12,India,Food,60.26
5271,143.44,0.2,France,Furniture,28.69
5272,501.11,0.2,India,Food,100.22
5273,177.41,0.12,France,Furniture,21.29
5274,134.87,0.05,UK,Clothing,6.74
5275,933.32,0.12,UK,Electronics,112.0
